nom,date,enddate,distance,dplus,dminus,description,region,departement,lat,lng,raceDistances,raceName
Trail du Tour des Fiz,2024-07-08,2024-07-09,12300,870,,Ça Fiz zizir ! ,Auvergne-Rhône-Alpes,Haute-Savoie,45.9165563,6.691207599999999,"[24000, 31000, 70000, 64000]",Le balcon des Fiz 
Corrida de Glaire,2024-07-08,2024-07-08,10000,0,,Ne vas pas t'enrhumer !,Grand Est,Ardennes,49.711489,4.913349,[],Course sur route 10 km
Luchon Aneto Trail,2024-07-08,2024-07-09,85000,5300,,C'est LAT que tout se passe !,Occitanie,Haute-Garonne,42.788963,0.592943,"[65000, 42000, 21000, 10000, 45000]",Ultra LAT 
Trail de France,2024-07-08,2024-07-14,360000,13000,,Digne du Tour de France ,Auvergne-Rhône-Alpes,Ain,46.1113817,5.8262043,[],Trail 360 km
Trail du Bout du Monde,2024-07-09,2024-07-09,57000,900,,À la pointe du trail !,Bretagne,Finistère,48.3365969,-4.6143849,"[37000, 20000]",Ultra Trail du Bout du Monde
Ekiden et Trail Nature du Pays de Sault,2024-07-09,2024-07-10,16000,550,,Nature-peinture ,Provence-Alpes-Côte d'Azur,Vaucluse,44.091413,5.408174,"[42195, 11000]",Trail 16 km
Trail du Pays Welche,2024-07-09,2024-07-09,52000,2290,2300.0,À déguster sans modération,Grand Est,Haut-Rhin,48.1016282,7.159725799999999,[26000],Trail 52 km
"Course ""La Mère Denis""",2024-07-09,2024-07-09,6000,0,,Et son papa alors ? ,Normandie,Manche,49.3812029,-1.7516732,"[22000, 12000, 10000]",Les Buandières
Trail pour les Enfants du Népal,2024-07-09,2024-07-09,25000,740,,Pour la bonne cause !,Centre-Val de Loire,Indre-et-Loire,47.14546,0.400439,"[4500, 15000, 10000]",Trail 25 km
Grand Trail de la Vallée d'Ossau,2024-07-09,2024-07-09,74000,4600,,Vol comme un Ossau ,Nouvelle-Aquitaine,Pyrénées-Atlantiques,42.987644,-0.426274,[],Trail 74 km
La panoramique du mont des cats,2024-07-09,2024-07-09,7000,0,,C'est le Nord,Hauts-de-France,Nord,50.793405,2.647444,"[15000, 21000]",La Petite Pano
La Lançonnaise,2024-07-09,2024-07-09,10000,0,,On lance les paris !,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.6168507,5.1368814,[],Trail 10 km
Nordic' Trail La Bresse,2024-07-10,2024-07-10,10000,500,,"Puisque la montagne ne vient pas à toi, va à la montagne",Grand Est,Vosges,48.0386497,6.973603600000001,"[20000, 40000]",Trail 10 km
Red Bull 400 - Courchevel,2024-07-10,2024-07-10,400,0,,Courchevel donne des ailes !,Auvergne-Rhône-Alpes,Savoie,45.4328831,6.6213973,[],Trail 400 m
Trail de Sérent,2024-07-10,2024-07-10,9000,0,,En toute Sérentité ,Bretagne,Morbihan,47.822443,-2.506139,[17000],Trail 9 km
La Montinette,2024-07-10,2024-07-10,10000,0,,"Tire la chevillette, la Montinette cherra...",Hauts-de-France,Somme,50.072356,2.469544,"[5000, 21000]",Trail 10 km
Trail des Duos,2024-07-10,2024-07-10,9000,0,,Bonnie et Clyde ou Mario et Luigi ? ,Bretagne,Côtes-d'Armor,48.37908299999999,-2.971072,[],Trail 9 km
Brevelaise,2024-07-10,2024-07-10,6000,0,,Ce n'est pas à Velay mais a pieds,Bretagne,Morbihan,47.845229,-2.720734,[],Trail 6 km
Foulées Ercéennes,2024-07-13,2024-07-13,5000,0,,Tu pourras PErcé,Bretagne,Ille-et-Vilaine,48.2562209,-1.517549,"[17200, 9900]",Course sur route 5 km
Triathlon du Lac du Bouchet,2024-07-13,2024-07-14,17090,0,,,Auvergne-Rhône-Alpes,Haute-Loire,44.8902659,3.790115,"[26350, 46200, 102700, 8600]",SwimRun M
Trail des Belleville,2024-07-13,2024-07-13,7000,350,,Elle est belle la vie,Auvergne-Rhône-Alpes,Savoie,45.40031339999999,6.4951389,"[22000, 14000, 40000]",Trail 7 km
Courons la Carmagnole,2024-07-13,2024-07-13,6000,0,,Ne te casse pas la margoulette à la carmagnole,Centre-Val de Loire,Loiret,47.893201,1.702582,[12000],Trail 6 km
Trail le Grand Huit,2024-07-14,2024-07-14,8000,0,,Prêt pour les montagnes russes ?,Bretagne,Morbihan,47.6307509,-2.285521,[14000],Trail 8 km
Courses de Wintzenheim,2024-07-14,2024-07-14,10000,0,,,Grand Est,Haut-Rhin,48.073122,7.289782,[5000],Course sur route 10 km
Course Nature Bénouville Blainville,2024-07-14,2024-07-14,12700,0,,Entre château et nature,Normandie,Calvados,49.24242419999999,-0.2749971,[],"Trail 12,7 km"
Nocturne du Jacquemart,2024-07-14,2024-07-14,10000,0,,Prêt pour une nuit blanche ?,Occitanie,Tarn,43.73414770000001,1.7545071,[5000],Course sur route 10 km
Trail des Bartàs,2024-07-14,2024-07-14,21000,850,,Ne Tarn pas à venir ! ,Occitanie,Tarn,43.834397,2.339761,"[8000, 12000]",Le Semi
UTMC (Ultra Tour de la Motte-Chalancon),2024-07-15,2024-07-15,20000,1440,,"Un Ultra Tour dans la Drôme, ça te motte ?",Auvergne-Rhône-Alpes,Drôme,44.4848223,5.3793774,"[80000, 42000, 21000, 80000, 12000, 13000]",Rando des Aiguilles
Trail Aquaterra,2024-07-15,2024-07-15,15000,500,,Entre terre et mer,Nouvelle-Aquitaine,Corrèze,45.4127034,2.4986346,"[20000, 10000, 53000, 8000, 80000, 53000, 8000, 27000, 30000, 27000, 80000]",La Pierr'Fit Tour Solo
Trail des Mélèzes du Mercantour,2024-07-15,2024-07-16,10000,500,,,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,44.182011,6.627111999999999,"[25000, 50000]",Trail 10 km
Trail des Fleurs,2024-07-15,2024-07-15,25000,1500,,"Je cours, un peu, beaucoup, à la folie",Occitanie,Hautes-Pyrénées,42.8970352,0.0658098,[13000],Trail 25 km
La France en Courant,2024-07-15,2024-07-29,2650000,0,,Une épreuve au levain du jour !,Normandie,Eure,49.0903967,0.5890567999999999,[],Course sur route 2 650 km
Mad'trail,2024-07-15,2024-07-16,3000,1000,,Mad Max Fury Trail ,Auvergne-Rhône-Alpes,Savoie,45.4615437,6.442199500000001,"[45000, 19000, 63000, 28000, 16000]",KV de Crève-Tête
Trail de Terrides ,2024-07-16,2024-07-16,22000,530,530.0,Ça va être vraiment terrides,Occitanie,Tarn-et-Garonne,43.9884919,1.0432546,"[11000, 13000, 400, 1200, 800]",Trail du Château de Terrides
Course Nature d'Enelle,2024-07-16,2024-07-16,17000,400,,Bienvenue dans le jardin d'Enelle,Grand Est,Ardennes,49.691755,4.6979,[8000],Trail 17 km
UTTJ - Un Tour en Terre du Jura,2024-07-16,2024-07-17,100000,4500,,La traversée des montagnes du Jura,Bourgogne-Franche-Comté,Jura,46.3899721,5.860323699999999,"[8000, 17000, 50000, 200000, 35000]",Les Balcons Du Léman - UTTJ 100
Trail de Lyons la Forêt,2024-07-17,2024-07-17,12000,350,,Rugis comme le Lyons ,Normandie,Eure,49.398575,1.475351,"[35000, 22000]",Trail 12 km
La Courdelaise du Marais Poitevin,2024-07-17,2024-07-17,10000,0,,À la découverte de la Venise verte,Pays de la Loire,Vendée,46.389159,-0.6868099999999999,"[15000, 5000]",Trail 10 km
Trail du Caroux,2024-07-17,2024-07-17,10000,500,,Car-où tu mets les pieds !,Occitanie,Hérault,43.57123,2.956289,"[18000, 30000]",Trail 10 km
Trail du Rabioux,2024-07-17,2024-07-17,23000,1500,,De quoi te rabioubocher,Provence-Alpes-Côte d'Azur,Hautes-Alpes,44.613468,6.521250999999999,[12000],Trail 23 km
Le Crapahut des Dahuts,2024-07-19,2024-07-19,170000,9500,,Crapahutons dans les bois 🎶,Auvergne-Rhône-Alpes,Haute-Savoie,46.187638,6.666891,[],Solo
UltrAriège,2024-07-19,2024-07-21,170000,10500,,"À la fin, tout le monde aux thermes !",Occitanie,Ariège,42.720254,1.837545,"[55000, 23000, 100000, 15000]",Trail 170 km
UT4M,2024-07-20,2024-07-24,160000,12050,,Tu vas voir en quadruple !,Auvergne-Rhône-Alpes,Isère,45.1906081,5.726845,"[20000, 100000, 40000, 40000, 80000, 40000, 40000, 20000, 20000, 20000]",UT4M 160 Xtrem
Terre des Dieux,2024-07-20,2024-07-20,165000,11000,,Zeus n'a qu'à bien se tenir !,Corse,Haute-Corse,42.50754,8.8555569,[],Trail 165 km
Terre des Dieux - Terra Di I,2024-07-20,2024-07-20,165000,11000,,Une course immortelle,Corse,Haute-Corse,42.697283,9.450880999999999,[],Trail 165 km
Course du Moun,2024-07-20,2024-07-20,10000,0,,Une course à pied pour tous !,Nouvelle-Aquitaine,Landes,43.893485,-0.4997819999999999,[],Trail 10 km
Foulées du pâté aux pommes de terre,2024-07-20,2024-07-20,12100,0,,,Nouvelle-Aquitaine,Creuse,45.84799899999999,1.994588,[8100],"Trail 12,1 km"
Triathlon de Bergerac ,2024-07-21,2024-07-21,25750,0,,"Bergerac, Bergerac,  Dormez-vous ? Dormez-vous?",Nouvelle-Aquitaine,Dordogne,44.853806,0.483392,"[10300, 51500]",Triathlon S
Les foulées du large,2024-07-21,2024-07-21,5000,0,,Ce soir je prends le large 🎶,Bretagne,Morbihan,47.482133,-3.121053,[10000],Trail 5 km
Terra Rhona Bordeaux,2024-07-21,2024-07-21,11000,0,,Terra pide dis donc !,Nouvelle-Aquitaine,Gironde,44.8448769,-0.656358,[8000],Course à obstacles 11 km
Foulées du paté aux pommes de terre,2024-07-22,2024-07-22,1000,0,,Purée de Pomme de Terre ! 🥔,Nouvelle-Aquitaine,Creuse,45.84799899999999,1.994588,"[12100, 9000, 8100]",Course enfants
Ultra tour du Beaufortain,2024-07-22,2024-07-23,114000,7200,," Soit beau, soit fort !",Auvergne-Rhône-Alpes,Savoie,45.719914,6.459098,[],Ultra Tour du Beaufortain en Relais
Ronde Nocturne des Ponts Bleus,2024-07-22,2024-07-22,10000,0,,Attention à ne pas passer pour un bleu ,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.4310575,5.0481732,[],Course sur route 10 km
Montée du Nid d'Aigle,2024-07-22,2024-07-22,19300,2202,405.0,"Petit à petit, Finisher fait son nid",Auvergne-Rhône-Alpes,Haute-Savoie,45.9064279,6.7012639,[],"Trail 19,3 km"
Marathon du Grand Ballon,2024-07-23,2024-07-23,16000,850,,Faut pas te dégonfler !,Grand Est,Haut-Rhin,47.9104866,6.9736273,"[26000, 80000, 42000]",Trail 16 km
Argentrail,2024-07-23,2024-07-23,27000,1690,,Un trail qui a du flouze !,Auvergne-Rhône-Alpes,Haute-Savoie,45.923697,6.869433,[14000],Argentrail
Marathon de la Pointe de Barfleur,2024-07-23,2024-07-23,42195,150,,A la croisée des bars et des fleurs !,Normandie,Manche,49.6696619,-1.2660038,[21097],Marathon
Vauban Urban Trail,2024-07-23,2024-07-23,13000,500,,Toujours plus haut !,Provence-Alpes-Côte d'Azur,Hautes-Alpes,44.899416,6.643179,[7000],Maxi VUT
BK Trail,2024-07-23,2024-07-23,24000,1700,,Burger King ou Baztandarrak ?,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.265573,-1.350543,[45000],Trail 24 km
Trail des Gets,2024-07-23,2024-07-24,1900,380,,Ça en Gette,Auvergne-Rhône-Alpes,Haute-Savoie,46.158622,6.669988,"[42000, 21000, 11000]",Le défi du Mont Chéry
Marvejols-Mende,2024-07-23,2024-07-23,22400,0,,Cévennes heaven,Occitanie,Lozère,44.517611,3.501873,[],"Course sur route 22,4 km"
Les Foulées des 2 Roches,2024-07-24,2024-07-24,46000,1490,,C'est clair comme de l'eau de roche !,Auvergne-Rhône-Alpes,Puy-de-Dôme,45.6856239,2.8023822,"[15000, 27000]",Le Marathon du Guéry
Montée des Pavés Taninges Praz de Lys,2024-07-24,2024-07-24,7000,900,,Petit ange partie trop vite,Auvergne-Rhône-Alpes,Haute-Savoie,46.1087639,6.5838169,"[12000, 8000]",Marche 7 km
Course de la Sainte Anne,2024-07-24,2024-07-24,10000,0,,Un joli p-Harcourt,Normandie,Eure,49.166874,0.7857489999999999,"[5000, 5000]",Course sur route 10 km
20 km de la Côte de Granit Rose,2024-07-24,2024-07-24,20000,0,,Aussi dur et solide que le granit ,Bretagne,Côtes-d'Armor,48.769253,-3.566092,"[6000, 10000]",Course sur route 20 km
Les 10km du Château de Val-Seille,2024-07-24,2024-07-24,10000,0,,N'oublie pas de faire preuve de courtoisie,Provence-Alpes-Côte d'Azur,Vaucluse,44.08564699999999,4.882963,[],Course sur route 10 km
Foulées du Festayre,2024-07-26,2024-07-26,13000,0,,Un bon entrainement aux férias,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.492949,-1.474841,[12800],Marche 13 km
La 6000D La Plagne,2024-07-27,2024-07-29,11000,600,,"Balance man, cadence man, trace la glace c'est le run man !",Auvergne-Rhône-Alpes,Savoie,45.5082417,6.6765547,"[69000, 67000, 30000, 43000]",La 6D Découverte
Trail de la barousse,2024-07-28,2024-07-30,2700,980,,Un Barousse d'honneur ! ,Occitanie,Hautes-Pyrénées,42.977934,0.5749569999999999,"[46000, 25000, 12000, 12000, 46000, 25000]","Trail 2,7 km"
Trail de l'Etendard,2024-07-29,2024-07-30,16000,543,,Détends toi !,Auvergne-Rhône-Alpes,Isère,45.0545052,6.030732299999999,"[22000, 44000, 65000]",Trail 16 km
Trail Volodalen du Jura,2024-07-29,2024-07-29,27000,800,,Bienvenue à JURAssic Park,Bourgogne-Franche-Comté,Jura,46.522526,5.612965,"[17000, 10000, 70000, 42000, 10000, 10000]",La Spéciale du Lac
Vars Mountain Trail,2024-07-29,2024-07-30,13000,627,,Vars attack,Provence-Alpes-Côte d'Azur,Hautes-Alpes,44.569422,6.682372,"[42000, 24000, 1400, 42000, 4000]",Col de Vars
Megève Nature Trail,2024-07-29,2024-07-30,46000,0,,Plus vrai que nature,Auvergne-Rhône-Alpes,Haute-Savoie,45.856876,6.61775,"[74000, 30000, 16000, 8000, 43000]",La Dooble Cîme (16+30)
Run'in FAV,2024-07-30,2024-07-30,10400,0,,Ta course FAVorite,Grand Est,Haut-Rhin,48.08732,7.278086999999999,[],"Trail 10,4 km"
Via Romana,2024-07-30,2024-07-30,50000,0,,Espérons que tu sois endurant !,Corse,Haute-Corse,42.357295,9.379332,"[22000, 12000]",L'Endurance Trail
Les Foulées brettevillaises,2024-07-30,2024-07-30,1500,0,,Prévois ta meilleure paire pour courir dans la Manche 👟,Normandie,Manche,49.256355,-1.631192,"[3200, 8900]","Course sur route 1,5 km"
Trail du Grifoulet,2024-07-31,2024-07-31,22000,600,,Tout en petite (gri)foulets,Occitanie,Tarn-et-Garonne,43.918261,1.399085,"[12000, 12000]",Trail 22 km
La TransPyreneA,2024-08-01,2024-08-11,900000,65000,,La Transpy car tu vas suer à grosses gouttes !,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.3530587,-1.7818216,"[450000, 180000, 180000, 450000]",La Transpyrenea Relais à 4
La Panoramique,2024-08-03,2024-08-03,16900,400,,Un beau panorama sur les Pyrénées et la mer !,Occitanie,Pyrénées-Orientales,42.69247,2.695643,[],"Trail 16,9 km"
Millet XTrail Courchevel,2024-08-04,2024-08-04,22000,1630,1630.0,"On ne te le dit pas X fois, viens à Courchevel !",Auvergne-Rhône-Alpes,Savoie,45.4328831,6.6213973,"[11000, 33000, 44000, 66000, 55000]",Trail 22 km
Semi du Pays de Saint Gilles,2024-08-04,2024-08-04,7000,0,,Vendée comme vous êtes ! ,Pays de la Loire,Vendée,46.720204,-1.945917,"[21097, 14000, 21097]",Course sur route 7 km
Trail des Hauts Forts Morzine-Avoriaz,2024-08-05,2024-08-05,23000,1950,,"Avoriaz, prêts, grimpez !",Auvergne-Rhône-Alpes,Haute-Savoie,46.19214770000001,6.7751173,"[51000, 51000, 40000]",Trail des Mines d'Or
Trail du Montagnon,2024-08-05,2024-08-05,19000,1100,,Un trail fait pour les montagnards,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.00185099999999,-0.541725,"[32000, 13000]",Marche 19 km
Val Tho Summit Games,2024-08-05,2024-08-06,4600,1000,,Les X Games mais en mieux,Auvergne-Rhône-Alpes,Savoie,45.40031339999999,6.4951389,"[20000, 6000, 42000, 10000]",VT SPEED 3200
La Course des 2 Ponts,2024-08-05,2024-08-05,5000,0,,C'est le Pont Pont sur la Haute-Vienne,Nouvelle-Aquitaine,Haute-Vienne,45.719274,1.831592,"[9600, 19200]",Trail 5 km
Trail du Louron,2024-08-05,2024-08-05,25000,0,,C’est Lourdon !,Occitanie,Hautes-Pyrénées,42.80898699999999,0.401686,[11000],Trail 25 km
Trail Frison Roche,2024-08-05,2024-08-06,7000,370,,"Il t’emmène au galop vers ton trail.. Ahh ce frison, qu’il est Beau et Fort !",Auvergne-Rhône-Alpes,Savoie,45.7171049,6.574292,"[17000, 42000]",Trail 7 km
Les Courses du Jura Alsacien,2024-08-06,2024-08-06,15000,570,,Je Ferrette bien un petit trail,Grand Est,Haut-Rhin,47.4947791,7.313822500000001,"[32000, 8000]",Le Trail Découverte
Trail EDF Cenis Tour ,2024-08-06,2024-08-06,82000,4700,,Un tour haut en couleur ! ,Auvergne-Rhône-Alpes,Savoie,45.2766578,6.817320899999999,"[59000, 35000, 21000, 12000, 11000]",Trail Noir relais à 3
OussTrail,2024-08-06,2024-08-06,10000,0,,Ouss a m'a l'air top ce trail !,Nouvelle-Aquitaine,Landes,43.956533,-0.76102,"[5000, 24000]",Trail 10 km
Championnat du Canigó,2024-08-06,2024-08-06,19000,0,,C'est de l'histoire ancienne !,Occitanie,Pyrénées-Orientales,42.5439854,2.390018,"[11500, 34000]",Trail 19 km
Semi-Marathon Névache - Val des Prés - Briançon,2024-08-06,2024-08-06,10000,0,,Ça brille à Briançon,Provence-Alpes-Côte d'Azur,Hautes-Alpes,44.899416,6.643179,[21000],Course sur route 10 km
La 3000 Express,2024-08-06,2024-08-06,22000,1350,,La reine des Meije ,Provence-Alpes-Côte d'Azur,Hautes-Alpes,45.045842,6.304705999999999,[],VTT et Trail en Relais
Terre d'Argence,2024-08-07,2024-08-07,5000,0,,À grandes foulées en Occitanie,Occitanie,Gard,43.69276199999999,4.610861,[10000],Course sur route 5 km
Ubaye Trail Salomon,2024-08-07,2024-08-07,23000,1070,,"Comme à Barcelone, mais en mieux !",Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,44.3857283,6.6519721,"[42000, 12000]",Parcours Découverte
Méribel Trail,2024-08-10,2024-08-11,5000,340,340.0,La crème de la crème,Auvergne-Rhône-Alpes,Savoie,45.432268,6.556993,"[35000, 10000, 25000]",Trail 5 km
Marathon pour Tous,2024-08-10,2024-08-11,42195,0,,Une forme olympique,Île-de-France,Paris,48.856614,2.3522219,[],Marathon
Mizuno X3 Courchevel,2024-08-11,2024-08-11,27800,1500,,,Auvergne-Rhône-Alpes,Savoie,45.4328831,6.6213973,[],X3 Courchevel
Feriascapade,2024-08-11,2024-08-11,10000,0,,Bienvenue à Disney-Landes !,Nouvelle-Aquitaine,Landes,43.708608,-1.051945,[],Trail 10 km
Trail du Hatschbourg ,2024-08-11,2024-08-11,16000,0,,,Grand Est,Haut-Rhin,48.011055,7.300300000000001,[],Trail du Hatschbourg
Trail des Étoiles,2024-08-13,2024-08-13,36000,2300,,Un peu plus près des étoiles ! 🌟,Provence-Alpes-Côte d'Azur,Hautes-Alpes,44.700836,6.868570999999999,"[62000, 10000, 17000]",Le Trail des Étoiles
Trail de Monaccia,2024-08-13,2024-08-13,12000,400,,Le trailstival de Cagne !,Corse,Corse-du-Sud,41.51202900000001,9.01188,[8500],La Monaccia
La Marinade,2024-08-14,2024-08-14,10000,0,,Courir pour la bonne cause !,Occitanie,Pyrénées-Orientales,42.7342375,3.0333286,[],Trail 10 km
Trail du Mézenc,2024-08-15,2024-08-15,14000,0,,Debout sur le Mézenc !,Auvergne-Rhône-Alpes,Haute-Loire,44.90351,4.1560629,"[15000, 31000, 8000]",Randonnée
Foulée des Gardis,2024-08-15,2024-08-15,14000,0,,Au cœur des vignes ,Provence-Alpes-Côte d'Azur,Vaucluse,43.734629,5.373049,[9000],Trail 14 km
Triathlon de la Madeleine,2024-08-17,2024-08-17,117800,3800,,"""L'allégorie des madeleines file à la vitesse de Prost""",Auvergne-Rhône-Alpes,Savoie,45.392198,6.265620999999999,"[24700, 62400]",Triathlon L
Challenge du Montcalm,2024-08-17,2024-08-20,3500,1000,,Keep calm and Montcalm,Occitanie,Ariège,42.767129,1.479285,"[25000, 13000, 109000, 70000, 42000]",KV
Triathlon des Cabanes de Fleury,2024-08-18,2024-08-18,23750,0,,,Occitanie,Aude,43.2286302,3.1350667,[10300],Triathlon S
Enduro Pédestre des Sables,2024-08-19,2024-08-19,6000,0,,Une course inclas-Sable !,Normandie,Manche,49.0482976,-1.5998165,"[21000, 14000, 7000, 7000]",Trail 6 km
Trail du Galibier - Thabor,2024-08-19,2024-08-20,67000,3690,,L'échappée au sommet du Galibier !,Auvergne-Rhône-Alpes,Savoie,45.1656825,6.4290823,"[12000, 12000, 23000, 52000, 32000, 23000, 10000]",Trail du Galibier-Thabor
Trail des Moulins de la Pommeraye,2024-08-19,2024-08-20,9000,100,,Pas là pour brasser de l’air ! ,Pays de la Loire,Maine-et-Loire,47.355566,-0.8591284,"[30000, 17000]",La Traversière
Les Crêtes Vosgiennes,2024-08-20,2024-08-20,17800,450,,Rencontres aux sommets,Grand Est,Haut-Rhin,48.1016282,7.159725799999999,"[33000, 33000]",Le Tour des Lacs
Trail des Balcons de Châteauvieux,2024-08-20,2024-08-20,12000,0,,"Pas besoin de VAR, ce trail est bien valable !",Provence-Alpes-Côte d'Azur,Hautes-Alpes,44.487446,6.052817999999999,"[5000, 24000]",Parcours du Château
Trail des Pérics,2024-08-20,2024-08-20,23000,1300,,Balèze ces Pérics,Occitanie,Pyrénées-Orientales,42.5772819,2.073585,[10000],Trail des Pérics
Tignes Trail,2024-08-20,2024-08-20,27000,1770,,"Il suffira d'un Tignes, un matin !",Auvergne-Rhône-Alpes,Savoie,45.4688455,6.9068754,"[13000, 44000]",Trail 27 km
Course du Run,2024-08-20,2024-08-20,8000,0,,Run vaut mieux que deux tu l'auras ! ,Normandie,Manche,49.5859178,-1.2644094,[],Course sur route 8 km
Trail des Bornes,2024-08-21,2024-08-21,60,200,,Un petit Mille Bornes ?,Bourgogne-Franche-Comté,Territoire de Belfort,47.4704237,6.9640248,[],Trail 1h
La Farigoule,2024-08-21,2024-08-21,5000,0,,Te laisse pas rouler dans la farine ,Provence-Alpes-Côte d'Azur,Vaucluse,44.17444,5.1320499,[12000],Trail 5 km
Trails du Tour de la Grande Casse,2024-08-21,2024-08-22,3500,600,,Tu vas tout casser ,Auvergne-Rhône-Alpes,Savoie,45.3818378,6.7213822,"[42000, 21000, 66000]",Bochor Express
VercorsMan,2024-08-23,2024-08-25,29700,0,,,Auvergne-Rhône-Alpes,Drôme,45.059666,5.249726,"[68250, 145250, 31000]",VercorsMan S
Triathlon du Lévézou,2024-08-24,2024-08-24,30750,0,,,Occitanie,Aveyron,44.0880377,2.7042545,"[12900, 51500]",Triathlon S (Seul ou Relais)
Grand Raid des Pyrénées,2024-08-24,2024-08-27,60000,3600,,Raid dingue !,Occitanie,Hautes-Pyrénées,42.83038200000001,0.325556,"[40000, 160000, 40000, 120000, 160000, 80000]",Tour du Moudang
Triathlon Montriond Morzine Avoriaz,2024-08-25,2024-08-25,43700,0,,,Auvergne-Rhône-Alpes,Haute-Savoie,46.19214770000001,6.7751173,"[8200, 18200]",Triathlon M
